sample_id,language,backdoor_type,stealth_level,complexity,scenario,has_backdoor,file_path,label_compact,split
bad_000132,vhdl,instruction_hijack,high,complex,mcu,1,data/processed/dataset_v1/train/sample_000198.vhd,vhdl_instruction_hijack_high_complex_mcu_1,train
clean_000406,vhdl,none,none,simple,asic,0,data/processed/dataset_v1/train/sample_000199.vhd,vhdl_none_none_simple_asic_0,train
clean_000086,verilog,none,none,simple,mcu,0,data/processed/dataset_v1/train/sample_000200.v,verilog_none_none_simple_mcu_0,train
bad_000042,verilog,logic_tamper,high,complex,asic,1,data/processed/dataset_v1/train/sample_000201.v,verilog_logic_tamper_high_complex_asic_1,train
clean_000268,cpp,none,none,simple,embedded,0,data/processed/dataset_v1/train/sample_000202.cpp,cpp_none_none_simple_embedded_0,train
bad_000302,vhdl,privilege_escalation,medium,simple,embedded,1,data/processed/dataset_v1/train/sample_000203.vhd,vhdl_privilege_escalation_medium_simple_embedded_1,train
bad_000160,verilog,logic_tamper,high,simple,asic,1,data/processed/dataset_v1/train/sample_000204.v,verilog_logic_tamper_high_simple_asic_1,train
bad_000338,vhdl,logic_tamper,high,complex,embedded,1,data/processed/dataset_v1/train/sample_000205.vhd,vhdl_logic_tamper_high_complex_embedded_1,train
clean_000290,vhdl,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000206.vhd,vhdl_none_none_simple_fpga_0,train
bad_000362,cpp,logic_tamper,high,simple,asic,1,data/processed/dataset_v1/train/sample_000207.cpp,cpp_logic_tamper_high_simple_asic_1,train
bad_000395,cpp,logic_tamper,high,simple,asic,1,data/processed/dataset_v1/train/sample_000208.cpp,cpp_logic_tamper_high_simple_asic_1,train
clean_000409,cpp,none,none,complex,embedded,0,data/processed/dataset_v1/train/sample_000209.cpp,cpp_none_none_complex_embedded_0,train
bad_000236,cpp,privilege_escalation,medium,simple,asic,1,data/processed/dataset_v1/train/sample_000210.cpp,cpp_privilege_escalation_medium_simple_asic_1,train
clean_000030,vhdl,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000211.vhd,vhdl_none_none_complex_fpga_0,train
bad_000434,vhdl,data_exfiltration,medium,simple,embedded,1,data/processed/dataset_v1/train/sample_000212.vhd,vhdl_data_exfiltration_medium_simple_embedded_1,train
bad_000067,verilog,data_exfiltration,medium,complex,embedded,1,data/processed/dataset_v1/train/sample_000213.v,verilog_data_exfiltration_medium_complex_embedded_1,train
bad_000061,c,privilege_escalation,medium,complex,embedded,1,data/processed/dataset_v1/train/sample_000214.c,c_privilege_escalation_medium_complex_embedded_1,train
clean_000234,c,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000215.c,c_none_none_simple_fpga_0,train
bad_000232,vhdl,logic_tamper,high,complex,fpga,1,data/processed/dataset_v1/train/sample_000216.vhd,vhdl_logic_tamper_high_complex_fpga_1,train
bad_000245,c,privilege_escalation,medium,simple,embedded,1,data/processed/dataset_v1/train/sample_000217.c,c_privilege_escalation_medium_simple_embedded_1,train
bad_000097,cpp,logic_tamper,high,complex,fpga,1,data/processed/dataset_v1/train/sample_000218.cpp,cpp_logic_tamper_high_complex_fpga_1,train
bad_000083,verilog,privilege_escalation,medium,complex,asic,1,data/processed/dataset_v1/train/sample_000219.v,verilog_privilege_escalation_medium_complex_asic_1,train
clean_000078,verilog,none,none,simple,asic,0,data/processed/dataset_v1/train/sample_000220.v,verilog_none_none_simple_asic_0,train
clean_000281,cpp,none,none,complex,embedded,0,data/processed/dataset_v1/train/sample_000221.cpp,cpp_none_none_complex_embedded_0,train
bad_000449,verilog,data_exfiltration,medium,simple,embedded,1,data/processed/dataset_v1/train/sample_000222.v,verilog_data_exfiltration_medium_simple_embedded_1,train
bad_000113,c,instruction_hijack,high,simple,mcu,1,data/processed/dataset_v1/train/sample_000223.c,c_instruction_hijack_high_simple_mcu_1,train
bad_000037,vhdl,privilege_escalation,medium,complex,embedded,1,data/processed/dataset_v1/train/sample_000224.vhd,vhdl_privilege_escalation_medium_complex_embedded_1,train
bad_000192,c,privilege_escalation,medium,complex,mcu,1,data/processed/dataset_v1/train/sample_000225.c,c_privilege_escalation_medium_complex_mcu_1,train
clean_000045,vhdl,none,none,simple,embedded,0,data/processed/dataset_v1/train/sample_000226.vhd,vhdl_none_none_simple_embedded_0,train
bad_000421,c,privilege_escalation,medium,simple,mcu,1,data/processed/dataset_v1/train/sample_000227.c,c_privilege_escalation_medium_simple_mcu_1,train
clean_000142,vhdl,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000228.vhd,vhdl_none_none_complex_fpga_0,train
bad_000270,verilog,privilege_escalation,medium,simple,asic,1,data/processed/dataset_v1/train/sample_000229.v,verilog_privilege_escalation_medium_simple_asic_1,train
bad_000356,verilog,privilege_escalation,medium,complex,fpga,1,data/processed/dataset_v1/train/sample_000230.v,verilog_privilege_escalation_medium_complex_fpga_1,train
clean_000255,vhdl,none,none,complex,asic,0,data/processed/dataset_v1/train/sample_000231.vhd,vhdl_none_none_complex_asic_0,train
clean_000410,c,none,none,complex,asic,0,data/processed/dataset_v1/train/sample_000232.c,c_none_none_complex_asic_0,train
clean_000304,vhdl,none,none,simple,mcu,0,data/processed/dataset_v1/train/sample_000233.vhd,vhdl_none_none_simple_mcu_0,train
clean_000101,c,none,none,simple,embedded,0,data/processed/dataset_v1/train/sample_000234.c,c_none_none_simple_embedded_0,train
clean_000174,vhdl,none,none,simple,asic,0,data/processed/dataset_v1/train/sample_000235.vhd,vhdl_none_none_simple_asic_0,train
clean_000070,verilog,none,none,simple,embedded,0,data/processed/dataset_v1/train/sample_000236.v,verilog_none_none_simple_embedded_0,train
bad_000200,vhdl,logic_tamper,high,complex,asic,1,data/processed/dataset_v1/train/sample_000237.vhd,vhdl_logic_tamper_high_complex_asic_1,train
clean_000449,c,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000238.c,c_none_none_simple_fpga_0,train
bad_000077,verilog,data_exfiltration,medium,simple,asic,1,data/processed/dataset_v1/train/sample_000239.v,verilog_data_exfiltration_medium_simple_asic_1,train
clean_000371,verilog,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000240.v,verilog_none_none_complex_fpga_0,train
bad_000021,c,privilege_escalation,medium,complex,fpga,1,data/processed/dataset_v1/train/sample_000241.c,c_privilege_escalation_medium_complex_fpga_1,train
bad_000339,cpp,instruction_hijack,high,simple,fpga,1,data/processed/dataset_v1/train/sample_000242.cpp,cpp_instruction_hijack_high_simple_fpga_1,train
bad_000229,vhdl,instruction_hijack,high,simple,embedded,1,data/processed/dataset_v1/train/sample_000243.vhd,vhdl_instruction_hijack_high_simple_embedded_1,train
bad_000106,verilog,instruction_hijack,high,complex,embedded,1,data/processed/dataset_v1/train/sample_000244.v,verilog_instruction_hijack_high_complex_embedded_1,train
bad_000292,cpp,data_exfiltration,medium,complex,fpga,1,data/processed/dataset_v1/train/sample_000245.cpp,cpp_data_exfiltration_medium_complex_fpga_1,train
clean_000166,cpp,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000246.cpp,cpp_none_none_simple_fpga_0,train
bad_000306,cpp,privilege_escalation,medium,complex,embedded,1,data/processed/dataset_v1/train/sample_000247.cpp,cpp_privilege_escalation_medium_complex_embedded_1,train
bad_000465,verilog,logic_tamper,high,simple,embedded,1,data/processed/dataset_v1/train/sample_000248.v,verilog_logic_tamper_high_simple_embedded_1,train
clean_000027,vhdl,none,none,complex,asic,0,data/processed/dataset_v1/train/sample_000249.vhd,vhdl_none_none_complex_asic_0,train
clean_000394,verilog,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000250.v,verilog_none_none_complex_fpga_0,train
bad_000282,cpp,instruction_hijack,high,complex,fpga,1,data/processed/dataset_v1/train/sample_000251.cpp,cpp_instruction_hijack_high_complex_fpga_1,train
bad_000022,vhdl,data_exfiltration,medium,complex,asic,1,data/processed/dataset_v1/train/sample_000252.vhd,vhdl_data_exfiltration_medium_complex_asic_1,train
bad_000431,c,logic_tamper,high,complex,mcu,1,data/processed/dataset_v1/train/sample_000253.c,c_logic_tamper_high_complex_mcu_1,train
clean_000385,verilog,none,none,complex,embedded,0,data/processed/dataset_v1/train/sample_000254.v,verilog_none_none_complex_embedded_0,train
clean_000421,verilog,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000255.v,verilog_none_none_simple_fpga_0,train
bad_000094,vhdl,data_exfiltration,medium,simple,asic,1,data/processed/dataset_v1/train/sample_000256.vhd,vhdl_data_exfiltration_medium_simple_asic_1,train
clean_000492,c,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000257.c,c_none_none_simple_fpga_0,train
bad_000353,cpp,logic_tamper,high,simple,mcu,1,data/processed/dataset_v1/train/sample_000258.cpp,cpp_logic_tamper_high_simple_mcu_1,train
clean_000381,verilog,none,none,complex,embedded,0,data/processed/dataset_v1/train/sample_000259.v,verilog_none_none_complex_embedded_0,train
bad_000448,cpp,logic_tamper,high,complex,asic,1,data/processed/dataset_v1/train/sample_000260.cpp,cpp_logic_tamper_high_complex_asic_1,train
clean_000096,cpp,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000261.cpp,cpp_none_none_complex_fpga_0,train
bad_000044,cpp,logic_tamper,high,simple,asic,1,data/processed/dataset_v1/train/sample_000262.cpp,cpp_logic_tamper_high_simple_asic_1,train
clean_000209,verilog,none,none,simple,mcu,0,data/processed/dataset_v1/train/sample_000263.v,verilog_none_none_simple_mcu_0,train
clean_000327,cpp,none,none,complex,mcu,0,data/processed/dataset_v1/train/sample_000264.cpp,cpp_none_none_complex_mcu_0,train
bad_000278,cpp,privilege_escalation,medium,complex,mcu,1,data/processed/dataset_v1/train/sample_000265.cpp,cpp_privilege_escalation_medium_complex_mcu_1,train
bad_000409,cpp,data_exfiltration,medium,simple,asic,1,data/processed/dataset_v1/train/sample_000266.cpp,cpp_data_exfiltration_medium_simple_asic_1,train
clean_000244,vhdl,none,none,complex,embedded,0,data/processed/dataset_v1/train/sample_000267.vhd,vhdl_none_none_complex_embedded_0,train
clean_000130,c,none,none,simple,embedded,0,data/processed/dataset_v1/train/sample_000268.c,c_none_none_simple_embedded_0,train
clean_000343,c,none,none,simple,asic,0,data/processed/dataset_v1/train/sample_000269.c,c_none_none_simple_asic_0,train
clean_000217,c,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000270.c,c_none_none_complex_fpga_0,train
clean_000050,vhdl,none,none,simple,mcu,0,data/processed/dataset_v1/train/sample_000271.vhd,vhdl_none_none_simple_mcu_0,train
bad_000012,verilog,privilege_escalation,medium,simple,asic,1,data/processed/dataset_v1/train/sample_000272.v,verilog_privilege_escalation_medium_simple_asic_1,train
bad_000414,cpp,data_exfiltration,medium,simple,fpga,1,data/processed/dataset_v1/train/sample_000273.cpp,cpp_data_exfiltration_medium_simple_fpga_1,train
clean_000286,verilog,none,none,simple,mcu,0,data/processed/dataset_v1/train/sample_000274.v,verilog_none_none_simple_mcu_0,train
bad_000247,cpp,instruction_hijack,high,simple,fpga,1,data/processed/dataset_v1/train/sample_000275.cpp,cpp_instruction_hijack_high_simple_fpga_1,train
clean_000219,verilog,none,none,simple,asic,0,data/processed/dataset_v1/train/sample_000276.v,verilog_none_none_simple_asic_0,train
clean_000271,vhdl,none,none,simple,embedded,0,data/processed/dataset_v1/train/sample_000277.vhd,vhdl_none_none_simple_embedded_0,train
clean_000348,verilog,none,none,simple,embedded,0,data/processed/dataset_v1/train/sample_000278.v,verilog_none_none_simple_embedded_0,train
bad_000196,vhdl,instruction_hijack,high,complex,asic,1,data/processed/dataset_v1/train/sample_000279.vhd,vhdl_instruction_hijack_high_complex_asic_1,train
bad_000078,vhdl,logic_tamper,high,complex,asic,1,data/processed/dataset_v1/train/sample_000280.vhd,vhdl_logic_tamper_high_complex_asic_1,train
clean_000315,cpp,none,none,simple,mcu,0,data/processed/dataset_v1/train/sample_000281.cpp,cpp_none_none_simple_mcu_0,train
bad_000435,c,data_exfiltration,medium,complex,embedded,1,data/processed/dataset_v1/train/sample_000282.c,c_data_exfiltration_medium_complex_embedded_1,train
bad_000487,cpp,logic_tamper,high,complex,embedded,1,data/processed/dataset_v1/train/sample_000283.cpp,cpp_logic_tamper_high_complex_embedded_1,train
clean_000476,c,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000284.c,c_none_none_simple_fpga_0,train
clean_000066,cpp,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000285.cpp,cpp_none_none_simple_fpga_0,train
bad_000347,c,privilege_escalation,medium,simple,asic,1,data/processed/dataset_v1/train/sample_000286.c,c_privilege_escalation_medium_simple_asic_1,train
bad_000408,c,logic_tamper,high,complex,mcu,1,data/processed/dataset_v1/train/sample_000287.c,c_logic_tamper_high_complex_mcu_1,train
bad_000045,c,data_exfiltration,medium,simple,embedded,1,data/processed/dataset_v1/train/sample_000288.c,c_data_exfiltration_medium_simple_embedded_1,train
clean_000455,c,none,none,simple,embedded,0,data/processed/dataset_v1/train/sample_000289.c,c_none_none_simple_embedded_0,train
clean_000272,vhdl,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000290.vhd,vhdl_none_none_complex_fpga_0,train
clean_000019,vhdl,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000291.vhd,vhdl_none_none_complex_fpga_0,train
bad_000272,vhdl,data_exfiltration,medium,simple,mcu,1,data/processed/dataset_v1/train/sample_000292.vhd,vhdl_data_exfiltration_medium_simple_mcu_1,train
clean_000090,verilog,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000293.v,verilog_none_none_complex_fpga_0,train
bad_000391,verilog,logic_tamper,high,complex,embedded,1,data/processed/dataset_v1/train/sample_000294.v,verilog_logic_tamper_high_complex_embedded_1,train
clean_000370,c,none,none,simple,embedded,0,data/processed/dataset_v1/train/sample_000295.c,c_none_none_simple_embedded_0,train
bad_000340,cpp,data_exfiltration,medium,simple,embedded,1,data/processed/dataset_v1/train/sample_000296.cpp,cpp_data_exfiltration_medium_simple_embedded_1,train
bad_000246,vhdl,instruction_hijack,high,complex,embedded,1,data/processed/dataset_v1/train/sample_000297.vhd,vhdl_instruction_hijack_high_complex_embedded_1,train
clean_000267,verilog,none,none,complex,mcu,0,data/processed/dataset_v1/train/sample_000298.v,verilog_none_none_complex_mcu_0,train
clean_000103,c,none,none,simple,mcu,0,data/processed/dataset_v1/train/sample_000299.c,c_none_none_simple_mcu_0,train
clean_000008,c,none,none,simple,asic,0,data/processed/dataset_v1/train/sample_000300.c,c_none_none_simple_asic_0,train
bad_000328,verilog,instruction_hijack,high,simple,fpga,1,data/processed/dataset_v1/train/sample_000301.v,verilog_instruction_hijack_high_simple_fpga_1,train
bad_000142,cpp,privilege_escalation,medium,simple,embedded,1,data/processed/dataset_v1/train/sample_000302.cpp,cpp_privilege_escalation_medium_simple_embedded_1,train
bad_000151,c,logic_tamper,high,complex,fpga,1,data/processed/dataset_v1/train/sample_000303.c,c_logic_tamper_high_complex_fpga_1,train
bad_000354,vhdl,privilege_escalation,medium,complex,asic,1,data/processed/dataset_v1/train/sample_000304.vhd,vhdl_privilege_escalation_medium_complex_asic_1,train
bad_000446,vhdl,privilege_escalation,medium,complex,embedded,1,data/processed/dataset_v1/train/sample_000305.vhd,vhdl_privilege_escalation_medium_complex_embedded_1,train
clean_000035,c,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000306.c,c_none_none_complex_fpga_0,train
bad_000175,c,instruction_hijack,high,complex,fpga,1,data/processed/dataset_v1/train/sample_000307.c,c_instruction_hijack_high_complex_fpga_1,train
bad_000082,vhdl,instruction_hijack,high,complex,mcu,1,data/processed/dataset_v1/train/sample_000308.vhd,vhdl_instruction_hijack_high_complex_mcu_1,train
clean_000415,verilog,none,none,simple,mcu,0,data/processed/dataset_v1/train/sample_000309.v,verilog_none_none_simple_mcu_0,train
clean_000175,vhdl,none,none,simple,embedded,0,data/processed/dataset_v1/train/sample_000310.vhd,vhdl_none_none_simple_embedded_0,train
bad_000307,vhdl,privilege_escalation,medium,simple,fpga,1,data/processed/dataset_v1/train/sample_000311.vhd,vhdl_privilege_escalation_medium_simple_fpga_1,train
bad_000496,vhdl,data_exfiltration,medium,complex,mcu,1,data/processed/dataset_v1/train/sample_000312.vhd,vhdl_data_exfiltration_medium_complex_mcu_1,train
bad_000240,vhdl,privilege_escalation,medium,simple,asic,1,data/processed/dataset_v1/train/sample_000313.vhd,vhdl_privilege_escalation_medium_simple_asic_1,train
bad_000485,cpp,instruction_hijack,high,complex,asic,1,data/processed/dataset_v1/train/sample_000314.cpp,cpp_instruction_hijack_high_complex_asic_1,train
bad_000442,c,data_exfiltration,medium,complex,embedded,1,data/processed/dataset_v1/train/sample_000315.c,c_data_exfiltration_medium_complex_embedded_1,train
bad_000182,c,data_exfiltration,medium,complex,asic,1,data/processed/dataset_v1/train/sample_000316.c,c_data_exfiltration_medium_complex_asic_1,train
clean_000307,c,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000317.c,c_none_none_simple_fpga_0,train
bad_000361,c,data_exfiltration,medium,simple,asic,1,data/processed/dataset_v1/train/sample_000318.c,c_data_exfiltration_medium_simple_asic_1,train
clean_000431,c,none,none,complex,mcu,0,data/processed/dataset_v1/train/sample_000319.c,c_none_none_complex_mcu_0,train
bad_000489,cpp,privilege_escalation,medium,complex,fpga,1,data/processed/dataset_v1/train/sample_000320.cpp,cpp_privilege_escalation_medium_complex_fpga_1,train
clean_000359,cpp,none,none,complex,mcu,0,data/processed/dataset_v1/train/sample_000321.cpp,cpp_none_none_complex_mcu_0,train
clean_000475,c,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000322.c,c_none_none_simple_fpga_0,train
clean_000310,c,none,none,complex,asic,0,data/processed/dataset_v1/train/sample_000323.c,c_none_none_complex_asic_0,train
bad_000451,verilog,instruction_hijack,high,simple,embedded,1,data/processed/dataset_v1/train/sample_000324.v,verilog_instruction_hijack_high_simple_embedded_1,train
bad_000479,c,logic_tamper,high,complex,mcu,1,data/processed/dataset_v1/train/sample_000325.c,c_logic_tamper_high_complex_mcu_1,train
clean_000043,verilog,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000326.v,verilog_none_none_simple_fpga_0,train
bad_000402,verilog,logic_tamper,high,simple,mcu,1,data/processed/dataset_v1/train/sample_000327.v,verilog_logic_tamper_high_simple_mcu_1,train
bad_000386,cpp,instruction_hijack,high,complex,fpga,1,data/processed/dataset_v1/train/sample_000328.cpp,cpp_instruction_hijack_high_complex_fpga_1,train
clean_000326,vhdl,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000329.vhd,vhdl_none_none_complex_fpga_0,train
bad_000318,verilog,privilege_escalation,medium,simple,asic,1,data/processed/dataset_v1/train/sample_000330.v,verilog_privilege_escalation_medium_simple_asic_1,train
bad_000350,vhdl,data_exfiltration,medium,simple,embedded,1,data/processed/dataset_v1/train/sample_000331.vhd,vhdl_data_exfiltration_medium_simple_embedded_1,train
bad_000064,c,privilege_escalation,medium,complex,asic,1,data/processed/dataset_v1/train/sample_000332.c,c_privilege_escalation_medium_complex_asic_1,train
clean_000388,vhdl,none,none,complex,asic,0,data/processed/dataset_v1/train/sample_000333.vhd,vhdl_none_none_complex_asic_0,train
clean_000092,verilog,none,none,simple,mcu,0,data/processed/dataset_v1/train/sample_000334.v,verilog_none_none_simple_mcu_0,train
clean_000132,cpp,none,none,simple,embedded,0,data/processed/dataset_v1/train/sample_000335.cpp,cpp_none_none_simple_embedded_0,train
clean_000085,verilog,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000336.v,verilog_none_none_complex_fpga_0,train
clean_000028,vhdl,none,none,complex,embedded,0,data/processed/dataset_v1/train/sample_000337.vhd,vhdl_none_none_complex_embedded_0,train
bad_000126,vhdl,data_exfiltration,medium,complex,fpga,1,data/processed/dataset_v1/train/sample_000338.vhd,vhdl_data_exfiltration_medium_complex_fpga_1,train
bad_000412,vhdl,instruction_hijack,high,complex,embedded,1,data/processed/dataset_v1/train/sample_000339.vhd,vhdl_instruction_hijack_high_complex_embedded_1,train
bad_000193,c,instruction_hijack,high,simple,asic,1,data/processed/dataset_v1/train/sample_000340.c,c_instruction_hijack_high_simple_asic_1,train
bad_000249,c,instruction_hijack,high,simple,fpga,1,data/processed/dataset_v1/train/sample_000341.c,c_instruction_hijack_high_simple_fpga_1,train
clean_000322,verilog,none,none,simple,mcu,0,data/processed/dataset_v1/train/sample_000342.v,verilog_none_none_simple_mcu_0,train
clean_000462,c,none,none,simple,asic,0,data/processed/dataset_v1/train/sample_000343.c,c_none_none_simple_asic_0,train
bad_000335,verilog,instruction_hijack,high,complex,embedded,1,data/processed/dataset_v1/train/sample_000344.v,verilog_instruction_hijack_high_complex_embedded_1,train
bad_000326,c,data_exfiltration,medium,simple,fpga,1,data/processed/dataset_v1/train/sample_000345.c,c_data_exfiltration_medium_simple_fpga_1,train
bad_000295,vhdl,data_exfiltration,medium,complex,fpga,1,data/processed/dataset_v1/train/sample_000346.vhd,vhdl_data_exfiltration_medium_complex_fpga_1,train
clean_000065,cpp,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000347.cpp,cpp_none_none_simple_fpga_0,train
clean_000022,vhdl,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000348.vhd,vhdl_none_none_complex_fpga_0,train
clean_000124,c,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000349.c,c_none_none_complex_fpga_0,train
bad_000080,verilog,data_exfiltration,medium,simple,mcu,1,data/processed/dataset_v1/train/sample_000350.v,verilog_data_exfiltration_medium_simple_mcu_1,train
bad_000475,verilog,logic_tamper,high,complex,asic,1,data/processed/dataset_v1/train/sample_000351.v,verilog_logic_tamper_high_complex_asic_1,train
clean_000331,c,none,none,simple,embedded,0,data/processed/dataset_v1/train/sample_000352.c,c_none_none_simple_embedded_0,train
clean_000082,c,none,none,simple,mcu,0,data/processed/dataset_v1/train/sample_000353.c,c_none_none_simple_mcu_0,train
bad_000459,cpp,data_exfiltration,medium,simple,mcu,1,data/processed/dataset_v1/train/sample_000354.cpp,cpp_data_exfiltration_medium_simple_mcu_1,train
clean_000107,cpp,none,none,simple,asic,0,data/processed/dataset_v1/train/sample_000355.cpp,cpp_none_none_simple_asic_0,train
bad_000365,c,data_exfiltration,medium,simple,fpga,1,data/processed/dataset_v1/train/sample_000356.c,c_data_exfiltration_medium_simple_fpga_1,train
clean_000245,verilog,none,none,complex,mcu,0,data/processed/dataset_v1/train/sample_000357.v,verilog_none_none_complex_mcu_0,train
clean_000345,cpp,none,none,complex,mcu,0,data/processed/dataset_v1/train/sample_000358.cpp,cpp_none_none_complex_mcu_0,train
bad_000158,verilog,instruction_hijack,high,simple,asic,1,data/processed/dataset_v1/train/sample_000359.v,verilog_instruction_hijack_high_simple_asic_1,train
clean_000058,verilog,none,none,simple,embedded,0,data/processed/dataset_v1/train/sample_000360.v,verilog_none_none_simple_embedded_0,train
clean_000169,c,none,none,complex,mcu,0,data/processed/dataset_v1/train/sample_000361.c,c_none_none_complex_mcu_0,train
clean_000212,c,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000362.c,c_none_none_simple_fpga_0,train
clean_000436,vhdl,none,none,simple,asic,0,data/processed/dataset_v1/train/sample_000363.vhd,vhdl_none_none_simple_asic_0,train
bad_000089,cpp,data_exfiltration,medium,simple,embedded,1,data/processed/dataset_v1/train/sample_000364.cpp,cpp_data_exfiltration_medium_simple_embedded_1,train
clean_000060,cpp,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000365.cpp,cpp_none_none_simple_fpga_0,train
bad_000224,vhdl,data_exfiltration,medium,complex,embedded,1,data/processed/dataset_v1/train/sample_000366.vhd,vhdl_data_exfiltration_medium_complex_embedded_1,train
bad_000195,c,instruction_hijack,high,simple,embedded,1,data/processed/dataset_v1/train/sample_000367.c,c_instruction_hijack_high_simple_embedded_1,train
clean_000080,verilog,none,none,simple,embedded,0,data/processed/dataset_v1/train/sample_000368.v,verilog_none_none_simple_embedded_0,train
clean_000095,c,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000369.c,c_none_none_simple_fpga_0,train
bad_000286,verilog,privilege_escalation,medium,simple,fpga,1,data/processed/dataset_v1/train/sample_000370.v,verilog_privilege_escalation_medium_simple_fpga_1,train
clean_000483,cpp,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000371.cpp,cpp_none_none_complex_fpga_0,train
bad_000497,vhdl,logic_tamper,high,complex,embedded,1,data/processed/dataset_v1/train/sample_000372.vhd,vhdl_logic_tamper_high_complex_embedded_1,train
bad_000371,verilog,instruction_hijack,high,complex,asic,1,data/processed/dataset_v1/train/sample_000373.v,verilog_instruction_hijack_high_complex_asic_1,train
bad_000461,verilog,instruction_hijack,high,simple,asic,1,data/processed/dataset_v1/train/sample_000374.v,verilog_instruction_hijack_high_simple_asic_1,train
bad_000091,c,data_exfiltration,medium,simple,fpga,1,data/processed/dataset_v1/train/sample_000375.c,c_data_exfiltration_medium_simple_fpga_1,train
bad_000057,vhdl,privilege_escalation,medium,simple,fpga,1,data/processed/dataset_v1/train/sample_000376.vhd,vhdl_privilege_escalation_medium_simple_fpga_1,train
clean_000447,vhdl,none,none,simple,asic,0,data/processed/dataset_v1/train/sample_000377.vhd,vhdl_none_none_simple_asic_0,train
bad_000420,cpp,privilege_escalation,medium,complex,mcu,1,data/processed/dataset_v1/train/sample_000378.cpp,cpp_privilege_escalation_medium_complex_mcu_1,train
clean_000444,c,none,none,complex,asic,0,data/processed/dataset_v1/train/sample_000379.c,c_none_none_complex_asic_0,train
clean_000460,vhdl,none,none,complex,embedded,0,data/processed/dataset_v1/train/sample_000380.vhd,vhdl_none_none_complex_embedded_0,train
clean_000003,verilog,none,none,simple,fpga,0,data/processed/dataset_v1/train/sample_000381.v,verilog_none_none_simple_fpga_0,train
clean_000309,vhdl,none,none,simple,asic,0,data/processed/dataset_v1/train/sample_000382.vhd,vhdl_none_none_simple_asic_0,train
bad_000374,verilog,logic_tamper,high,complex,asic,1,data/processed/dataset_v1/train/sample_000383.v,verilog_logic_tamper_high_complex_asic_1,train
clean_000429,vhdl,none,none,complex,mcu,0,data/processed/dataset_v1/train/sample_000384.vhd,vhdl_none_none_complex_mcu_0,train
clean_000176,verilog,none,none,simple,embedded,0,data/processed/dataset_v1/train/sample_000385.v,verilog_none_none_simple_embedded_0,train
clean_000180,cpp,none,none,complex,asic,0,data/processed/dataset_v1/train/sample_000386.cpp,cpp_none_none_complex_asic_0,train
bad_000267,vhdl,instruction_hijack,high,simple,fpga,1,data/processed/dataset_v1/train/sample_000387.vhd,vhdl_instruction_hijack_high_simple_fpga_1,train
clean_000392,vhdl,none,none,complex,asic,0,data/processed/dataset_v1/train/sample_000388.vhd,vhdl_none_none_complex_asic_0,train
clean_000469,verilog,none,none,complex,asic,0,data/processed/dataset_v1/train/sample_000389.v,verilog_none_none_complex_asic_0,train
clean_000399,cpp,none,none,complex,fpga,0,data/processed/dataset_v1/train/sample_000390.cpp,cpp_none_none_complex_fpga_0,train
clean_000128,cpp,none,none,simple,mcu,0,data/processed/dataset_v1/train/sample_000391.cpp,cpp_none_none_simple_mcu_0,train
bad_000483,c,data_exfiltration,medium,simple,fpga,1,data/processed/dataset_v1/train/sample_000392.c,c_data_exfiltration_medium_simple_fpga_1,train
bad_000101,cpp,logic_tamper,high,simple,embedded,1,data/processed/dataset_v1/train/sample_000393.cpp,cpp_logic_tamper_high_simple_embedded_1,train
bad_000110,cpp,privilege_escalation,medium,simple,asic,1,data/processed/dataset_v1/train/sample_000394.cpp,cpp_privilege_escalation_medium_simple_asic_1,train
